Product Number,title,author,Total Qty Ordered,price,Discount,Total Amount,age,link,image,,featured
9781368049177,Paola Santiago and the River of Tears,Mejia  Tehlor Kay,1,16.99,0,16.99,UE M,https://www.opendoor-bookstore.com/book/9781368049177,./images/book/9781368049177.jpg,,
9781984837356,The Blackbird Girls,Blankman  Anne,1,17.99,0,17.99,UE M,https://www.opendoor-bookstore.com/book/9781984837356,./images/book/9781984837356.jpg,LOTS IN STOCK,yes
9781338620702,The Collected,Alexander  K. R.,1,7.99,0,7.99,UE M,https://www.opendoor-bookstore.com/book/9781338620702,./images/book/9781338620702.jpg,,
9784805316177,The Complete Story of Sadako Sasaki,Sasaki  Masahiro,1,10.99,0,10.99,UE M,https://www.opendoor-bookstore.com/book/9784805316177,./images/book/9784805316177.jpg,,
9780316380874,The Next Great Paulie Fink,Benjamin  Ali,1,7.99,0,7.99,UE M,https://www.opendoor-bookstore.com/book/9780316380874,./images/book/9780316380874.jpg,,
9781368042383,Tristan Strong Destroys the World,Mbalia  Kwame,1,17.99,0,17.99,UE M,https://www.opendoor-bookstore.com/book/9781368042383,./images/book/9781368042383.jpg,,
9781368042413,Tristan Strong Punches a Hole in the Sky (A Trist,Mbalia  Kwame,1,8.99,0,8.99,UE M,https://www.opendoor-bookstore.com/book/9781368042413,./images/book/9781368042413.jpg,,
9781536209150,Ghostology,Curtle  Lucinda,1,27.99,0,27.99,UE M AH,https://www.opendoor-bookstore.com/book/9781536209150,./images/book/9781536209150.jpg,,
9781733329293,Good Night Stories for Rebel Girls: 100 Immigrant,Favilli  Elena,1,35,0,35,UE M AH,https://www.opendoor-bookstore.com/book/9781733329293,./images/book/9781733329293.jpg,,yes
9781250144652,Beyond Words: What Wolves and Dogs Think and Feel,Safina  Carl,1,19.99,0,19.99,UE M RS,https://www.opendoor-bookstore.com/book/9781250144652,./images/book/9781250144652.jpg,,
9781782858300,Barefoot Books World Atlas Sticker Book,Dean  David,1,12.99,0,12.99,RS AH,https://www.opendoor-bookstore.com/book/9781782858300,./images/book/9781782858300.jpg,,yes
9780228101512,882 1/2 Amazing Answers to Your Questions About t,Brewster  Hugh,1,16.95,0,16.95,UE RS,https://www.opendoor-bookstore.com/book/9780228101512,./images/book/9780228101512.jpg,,yes
9781454933618,Chef Junior,Spears  Anthony,1,19.95,0,19.95,UE RS AH,https://www.opendoor-bookstore.com/book/9781454933618,./images/book/9781454933618.jpg,,yes
9781338716221,A Stack of Alpacas,Cosgrove Matt,1,14.99,0,14.99,P,https://www.opendoor-bookstore.com/book/9781338716221,./images/book/9781338716221.jpg,,
9781338574852,All Because You Matter,Charles Tami,1,17.99,0,17.99,P LE,https://www.opendoor-bookstore.com/book/9781338574852,./images/book/9781338574852.jpg,,
